author,comment
@sudharshanraj9933,Love from sri lanka.. He is like Eminem... 👌
@rajam725,Vedan🔥👌🏼👍🏼 Love from Tamilnadu
@chinjujinnny7004,Powerful words!      love from tamilnadu 💝
@rudhrakshah6444,Revolution💥
@aneeshaneeshr9368,Chekkan Puliyane.  VERA leval
@jominjohnson5680,😍😍💪💪💯
@alexi2460,Thanks for the subtitles. Fabulous brother
@lavanyalavanyanagarajan4285,👍🔥
@adnanar2727,manushyan 🔥
@safaraliali1062,🔥🔥🔥
@samueljohn207,Parentary advisory : dont hear if you are high ! 👽<br>                   VEDAN from other world
@gochuart3317,machu poli
@arunkalathoorraj1900,Super super 😘
@joelgeorge181,"എത്ര തവണ കേട്ടു എന്നു ഒരു പിടിയും ഇല്ല,, വരികൾ =🔥🔥🔥"
@ajithr1544,🔥🔥🔥🔥
@vivekgharry2458,Emotional one
@દ્રષ્ટિબારોટ,I don&#39;t understand Malayalam but I could empathize with the pain and anger in your voice and lyrics. Keep going. Jai Bhim 💙🙏
@antonymathew1222,"Vedan - No frills, costumes or make-up, just simple truth and 100 per cent talent !"
@smiletogo7972,The real king(☞ﾟヮﾟ)☞
@AbdulBasit11233,Lal salam sagave 🚩🚩🚩🚩🚩
@abhaiii,പറയാൻ വാക്കുകൾ ഇല്ല ❤🔥
@Samoosa,സഹോദര പൊളിച്ചു.. റാപ് ആണെങ്കിലും ചങ്കിൽ കൊള്ളുന്ന വരികൾ.. <br>ആശംസകൾ
@Afiraheem,Lyrics 💥💥💥 power ❤️❤️❤️
@athulkrishna1996,😍😍😍
@athulkrishna1996,ithane malayalam rap
@MukeshKumar-ok5cw,ஜாதிகள் இல்லையடி பாப்பா 💪
@jerusalem0771,കാട് കട്ടവന്റെ നാട്ടിൽ..🔥<br>ചോറ് കട്ടവൻ മരിക്കും..🔥🔥<br>കൂറ് കെട്ടവൻ ഭരിച്ചാൽ..🔥🔥<br>ഊര് കട്ടവൻ മുടിക്കും..🔥🔥🔥
@hoeswannakillski,"ഇത് HOOD ന്റെ കേരള പതിപ്പാണോ? Pwli pwli ... എനിക്ക് ഒരു ചെറിയ ചാനലും ഉണ്ട്, ദയവായി പിന്തുണയ്ക്കുക"
@alanzavio194,Nice
@chikupunjabi2226,Powerful lyrics man. Gud job
@Diabolobaby,തീ 🔥
@visalbbabu,❤️
@adithyanikkru9497,💥💥💙
@amanhasan2414,എന്റെ മ്യോനെ കട്ടത്തീ ✨🌟🌟🌟🌟loveyoy daaaa muthe
@radhakrishnanmuthu3961,"അഗ്നിയിൽ കുരുത്ത് കണ്ണീരാവിയിൽ കുളിച്ച് തുണ്ട് മണ്ണിനായ് കൊതിച്ച് മണ്ണ് നിന്നെ ചതിച്ച് പിന്നിലാരോകളിച്ച്   &#39;നീതി പണ്ടേ മരിച്ച് &#39;... <br>     <br>ഞൻ പാണാനല്ല, പറയനല്ല, പുലയനല്ല നീ തമ്പുരാനുമല്ല ആണേലൊരു &quot;mayrumilla&quot; <br><br>Most meaningful and striking lines 🔥🔥🔥🔥🔥"
@me.16,Thee thee 🔥
@layapv5792,🔥🔥🔥
@vamous427,Vere lvl
@arunct2008,മഷ്തിഷ്‌കപ്രക്ഷാളനം....
@sreelals2864,I would like to get ur contct
@viswanathj4443,♥️
@shalajmathew4549,One of the most favourite song❤️❤️❤️❤️❤️ always
@Vighnesh-53,🔥
@respect.0077,🔥🔥🔥❤️❤️❤️
@midlajk1961,ന്റെ പൊന്നുഒ.... <br>രോമം എണീറ്റു നിന്നു 🤩🤩🤩🤩
@FazilTechNook,Ithinte likentem disklikentem ennam matram mathi...vertheyalla harpic nte ad il paranjath...ethra velya acid ozhichalum bakki nilkunna 1% keedanu...athoru myth alla..reality anu...ith eth supreme courtilum njan vannu parayum
@adithyan.a.s.7774,🔥🔥🔥
@haroonaboo368,🔥🔥🔥
@athulyac8602,Sharp💯
@hameedparamban9956,"<a href=""http://www.youtube.com/results?search_query=%23fast_and_furious_game"">#fast_and_furious_game</a>"
@45rundown,polliiii broz love you
@OZONEVoyager,🖤🖤🖤🖤
@ammukukkuz1336,Polichuu broo vere leval song enikum eeyy samuhathinod parayan thonnunna kariyaghal ahh ithil oronnum
@harinathkokkad9627,മാരകം🔥
@forragerr,♥️
@devhari6796,2 m views 😎🔥
@Njnakhill,100% lyrics<br>100% meaing
@vishnur133,Ethravattam kettalum still throbbing fire uff🥰🔥🔥🔥
@anandhurv2934,🔥🔥🔥🔥
@ajithr1544,HeaVy
@alosyouspaul5788,🔥🔥🔥🔥
@nithinkb225,Powerful lines
@amithpm5006,🔥
@ayshawafa.n,❤
@safwanjmuhammed6816,🔥💯
@Ali_Mohd_7,2 million🔥🔥🔥
@arunchandran7466,Powerful lyrics 👏👏👍
@vaisakhanml9568,ചുമ്മാ തീ 🔥💥
@monsonmathew2065,ഇത് കേൾക്കുമ്പോൾ  ഒരു പ്രതേക എനർജി ആണ് 👌👌👌👌👌
@amalshankar8863,Bro awesome..vedan the high..😍😍🥰🥰😘😘
@humanbeing1163,Mairu.. Fucking addicted 🔥🔥🔥🔥
@ashishmartin001,Theeeee.....🔥🔥🔥🔥🔥
@subindasmr2493,🤝👍
@mubarakuppala7462,Vedan 💯
@siddharthagautam9763,Jai Bheem From Uttar Pradesh ❤️💙💯
@bootstrapbillturner864,തീ 🔥🔥
@samashti1595,💙💙💙💙💙
@harii1515,പൊളി പൊളി പൊളി
@geosytara,🔥
@editlikeapro777,Ithanu best song...😀
@learnsocially4311,Super singing comrade😍
@nandhu6200,Vibe🌼💫
@arshadnv8132,on fire
@akhilsp9815,⚡⚡⚡⚡
@abhishek5743,❤️........❤️
@poojakm838,"കനലായ് എരിഞ്ഞ ഓർമ്മയ്ക്കാണ്, ഇരുട്ടിൽ ഏറ്റവും വ്യക്തത.   തണുപ്പ് കനലെരിക്കാതെ നോക്കുക. ശ്വാസമുള്ളേടത്തോളം ഊതികത്തിക്കുക...........🔥"
@dencilaugustine1497,Heavy🔥🔥❤
@sanketm3284,Not able to play this song of youtube but everything is running smoothly
@shameemhassan1523,"THESE BARS BRUH. <a href=""http://www.youtube.com/results?search_query=%23levels"">#levels</a>🔥🔥🔥"
@aneeshjayakumar8083,🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥❤❤❤
@kashyapremanan407,Eth eppo kettalum ore.... goosebumps 😍😍😍😍
@fazilleoz5084,Pwoli  Broo 🔥
@shanu3567,തീ തീ തീ 🔥🔥🔥🔥🔥🔥🔥
@sibinarakkal5635,"Da aliya ,nee channel thodanghiya poliche, ninakk ormayunda enne"
@ashikashik-pv5db,Chettaaai poli
@kgvysakhkg,കനലൊരു തരി മതി ഒരു തരി മതി 😍
@malayalamonlinemovies6992,കനൽ ഒരു തരി മതി... 🔥
@malayalamonlinemovies6992,🔥🔥🔥
@nishanabin,പൊറുത്തു പോകുവാൻ ക്ഷമായൊരു തരി ബാക്കി ഇല്ല.⚡⚡⚡⚡⚡
@rapperdulerocker765,Unstoppable .............🔥🔥🔥
@jincyfrancis4715,I loved it.... This is certainly one of a kind... I love your passion in that song.. Your message.. Way to go.... Id love to support you... All the very best .
@adilmehafoos.c3993,No.1 rapper of Kerala with just two songs love you bro
@geethusunny4877,നീർനിലങ്ങളിൻ അടിമയാരുടമയാര്<br>നിലങ്ങളായിരം വേലിയിൽ തിരിച്ചതാര്<br>തിരിച്ച വേലിയിൽ കുലം മുടിച്ചതെത്ര പേര്<br>മുതുക്കൂനി തലകൾ<br>താണുമിനിയും എത്രനാള്<br><br>നീർനിലങ്ങളിൻ അടിമയാരുടമയാര്<br>നിലങ്ങളായിരം വേലിയിൽ<br>തിരിച്ചതാര്<br>തിരിച്ച വേലിയിൽ കുലം മുടിച്ചതെത്ര പേര്<br>മുതുക്കൂനി തലകൾ<br>താണുമിനിയും എത്രനാള്<br>നീ പിറന്ന മണ്ണിൽ<br>നിന്നെന്ന കണ്ടാൽ വെറുപ്പ്<br>പണിയെടുത്ത മേനി<br>വെയിൽ കൊണ്ടേ കറുപ്പ്<br>നിന്റെ ചാളയിൽ എരിയുന്നില്ല അടുപ്പ്<br>പിഞ്ച് കുഞവൾ അവയറിൽ കിടപ്പ്<br>രാത്രി പകലാക്കി പണിയെടുത്ത് നടുവൊടിഞ്<br>ചോര നീരാക്കി നീർ മുഴുവൻ വറ്റി വാർന്ന്<br>നാട് നഗരമാക്കി കൂട് കൂടാരമാക്കി<br>മണ്ണ് പൊന്നാക്കി പൊന്ന് നിനക്കന്യമാക്കി<br>പൊന്ന് കേട്ടവൻ പിടഞ് വീണ് ചോരതുപ്പി<br>നീതികേട്ടവൻ ഇരുട്ടറയിൽ തലതപ്പി<br>പൊന്നന്നും നീതിയും വിളച്ചെടുത്ത ഭൂമിയും<br>വിളിച്ച് കേണ സാമിയും<br>വെളിച്ചമുള്ള ഭാവിയും<br>നീ നേടിയില്ല എങ്കിലും<br>നീ വാടിയില്ല<br>അഗ്നിയിൽ കുരുത്ത് കണ്ണീരാഴിയിൽ കുളിച്ച്<br>തുണ്ട് മണ്ണിനായ് കൊതിച്ച് മണ്ണ് നിന്നെന്ന ചതിച്ച്<br>പിന്നിലാരോ കളിച്ച് നീതി പണ്ടെ മരിച്ച്<br>കണ്ണിൽ കാണാത്ത ജാതി മത വേർപ്പാട്<br>യുഗങ്ങളായ് തുടങ്ങി ഇനിയുമെന്നെ വേട്ടയാട്<br>അടങ്ങി നിൽക്കുവാൻ അയ്യോ ഞാൻ പെട്ട പാട്<br>എന്റെ മുതുകിൽ നിന്റെ വഞ്ചനയാലേറ്റ പാട്<br>ഞാൻ പാണനല്ല പറയനല്ല പുലയനല്ല നീ തമ്പുരാനുമല്ല<br>ആണേൽ ഒരു മൈരുമില്ല<br>ഇനിയും കാലമില്ല കാത്തിരിക്കാനാകുകില്ല<br>പൊറുത്ത് പോകുവാൻ ക്ഷമയൊരുതരി ബാക്കിയില്ല<br>എനിക്ക് വേണ്ടതോ എനിക്ക് വേണ്ടതല്ല ഞങ്ങൾക്ക് വേണ്ടത്<br>നീ തരാൻ മടിച്ച് ഞങ്ങളേറേ കൊതിച്ച്<br>അതിനായെത്ര പേർ മരിച്ച് കണ്ട് കണ്ട് നീ ചിരിച്ച്<br>അല്ല അല്ല അല്ല അല്ലലില്ല നാളതില്ല<br>ഇല്ല ഇല്ല വേടൻ ഇല്ലാ കഥ പറയുകില്ല<br>കാട് കട്ടവന്റെ നാട്ടിൽ ചോറ് കട്ടവൻ മരിക്കും<br>കൂറ് കെട്ടവൻ ഭരിച്ചാൽ ഊര് കട്ടവൻമുടിക്കും<br>പേര് കേട്ട പാമരന്മാർ പോരടിക്കുവാൻ വിളിക്കും<br>പേറ്റുനോവെടുത്ത തള്ള പള്ളയിൽ കനൽ നിറക്കും<br>കൊടികളെത്ര പാറി കോട്ടകൊത്തളങ്ങളിൽ<br>അടിയാൻ കണ്ടതില്ല ഭാവി തന്റെ മക്കളിൽ<br>മാണ്ട് പോയി നീ കറുത്ത പോർക്കളങ്ങളിൽ<br>അടിമക്കേതിടം ചരിത്ര പുസ്തകങ്ങളിൽ<br>കപടദേശവാദി നാട്ടിൽ മത ജാതി വ്യാധി<br>തലവനില്ല ആധി നാട് ചുറ്റിടാൻ നിന്റെ നികുതി<br>വാളെടുത്തവന്റെ കയ്യിലാണ് നാട് പാതി<br>വാക്കെടുത്തവൻ<br>ദേശദ്രോഹി തിവ്രവാദി<br>കപടദേശവാദി നാട്ടിൽ മത ജാതി വ്യാധി<br>തലവനില്ല ആധി നാട് ചുറ്റിടാൻ നിന്റെ നികുതി<br>വാളെടുത്തവന്റെ കയ്യിലാണ് നാട് പാതി<br>വാക്കെടുത്തവൻ<br>ദേശദ്രോഹി തിവ്രവാദി<br>എഴുതിയ വരിയിലധിക പകുതിയും ഞാനേറ്റ ചതി<br>കനലൊരു തരി മതി ഒരുതരി മതി തരി മതി.<br>നീർനിലങ്ങളിൻ അടിമയാരുടമയാര്<br>നിലങ്ങളായിരം വേലിയിൽ<br>തിരിച്ചതാര്<br>തിരിച്ച വേലിയിൽ കുലം മുടിച്ചതെത്ര പേര്<br>മുതുക്കൂനി തലകൾ<br>താണുമിനിയും എത്രനാള്
@Vishnu_B_A_2003,ചേട്ട ഉഗ്രൻ പൊളി
@ffgirl3951,Njn adhiyamtta ee song kelkkunne
@siva__siva__5565,എന്റെ മോനെ ഇജ്ജാതി സോങ്🥰✌️
@Sree-bm2sj,ജാതീയമായ സംവരണം എടുത്തു കളയുക... ഇപ്പഴും ജാതിയുടെ പേരിൽ നമ്മെ വേർതിരിക്കുന്നത് സർക്കാർ തന്നെയാണ്.. ജാതീയ സംവരണം ഒഴിവാക്കി ആനുകൂല്യങ്ങൾക്ക് സാമ്പത്തിക സംവരണം കൊണ്ടുവരണം.....
@prasobh____,Ippozhum jathi thalay kudichaa thandhaillatharam ullath kondanu ee rapinu 1k dislike ullath<br><br>Just my middle finger respect for them
@Onetruepadhu,"Uff, ithinu vendathra publicity kittitilla.<br>Vedan👌👌👏👍🤩😘"
@TikToxicHQ,This guy&#39;s lyric game is just 🔥🔥🔥🔥🔥🔥
@lijogeorge2705,The WORDS.....💥🔥
@sivanisiva124,Ee dislike adichavare  Akum eee  vargeeyavadhikal ennu parayunnath<br> <br>Allathe engane chyilla
@legolessons689,🔥🔥
@asluaslu6853,Pwolli
@salinisivan.l3181,🔥🔥
@anandhumurali6501,എന്റെ ജീവിതത്തിൽ ആദ്യമായിട്ടാണ് ഒരു പാട്ട് കേൾക്കാൻ ഇത്രയും വൈകിപ്പോയല്ലോ എന്നോർത്ത് ഞാൻ കരഞ്ഞത് 😞❤️❤️❤️❤️❤️❤️❤️  കൊള്ളേണ്ടത് എല്ലാം കൊള്ളേണ്ടടെത്തു കൊണ്ടിട്ടുണ്ട്      🔥🔥 ഇജ്ജാതി 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥❤️❤️❤️❤️
@subashbose7216,Vedan 🔥💪
@Freesoul40,Why didn&#39;t I see this yet 🔥🔥🔥
@unnivijayanche4015,Vere level
@AbsolutelyAnything-h6b,"മച്ചാനെ, പൊളി lyrics, high energy 😍😍❤️"
@unnivijayanche4015,Pwoli
@designstories2025,Poli
@user-sv7ko8fp5x,Yah mowne Ufff 🔥😇
@vivekvivu6328,"<a href=""https://www.youtube.com/watch?v=i5CK3QjG5f4"">https://youtu.be/i5CK3QjG5f4</a>"
@BalaChandaractor,Just goose bumps. Felt the pain
@BalaChandaractor,Fantastic bro.
@pranav3622,👏👏
@rajarash8566,தமிழ்
@nenbadshah,fire storm 🙏🙏🙏
@anilcs8230,Answer these questions!!
@sumithvs1053,Thari mathi kanal ithupole
@midhunmb4397,🔥
@Abinckhere,Poly  muthe
@AnanthuAravind1997,Powli powli powli 💥🔥
@shadiyanizam3081,Excellent brother 👍👌
@H3i53nBe6gg,1K dislike തമ്പ്രാക്കന്മാർ
@vineeth_kriz,"<a href=""https://www.youtube.com/watch?v=OPzY3ekoIrA&amp;t=87"">1:27</a>⚡🔥🔥🔥"
@jvcreations4927,The voice  of mahathma ayyankaali sir💓💓💓💓💓💓💛💛💛💥💥💥💥💥💥💥💥
@vipingilroy1145,അറിഞ്ഞില്ല ആരും പറഞ്ഞുമില്ല ഇത്രയും കിടു മലയാളം റാപ്പർ ഉണ്ടെന്ന്....<br>ഒരുപാട്  വൈകിപ്പോയി കേൾക്കാൻ...
@afsalchemban3003,സലൂത്ത് 😍
